clip_stem,vid,match,set_id,rally,ball_round,raw_type_en,player_side,split_v2,split_bst_baseline,aroundhead,backhand,frame_num,shuttle_start_f,shuttle_end_f,clip_start_frame,clip_end_frame
28_2_13_9,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,13,9,lob,Bottom,train,train,0.0,0.0,62150,62117,62191,61903,62840
28_2_13_10,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,13,10,clear,Top,train,train,0.0,0.0,62184,62150,62232,61903,62840
28_2_13_11,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,13,11,smash,Bottom,train,train,0.0,0.0,62225,62184,62245,61903,62840
28_2_13_12,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,13,12,return_net,Top,train,train,0.0,0.0,62238,62225,62274,61903,62840
28_2_13_13,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,13,13,lob,Bottom,train,train,0.0,1.0,62267,62238,62306,61903,62840
28_2_13_14,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,13,14,drop,Top,train,train,0.0,0.0,62299,62267,62332,61903,62840
28_2_13_15,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,13,15,net_shot,Bottom,train,train,0.0,1.0,62325,62299,62360,61903,62840
28_2_13_16,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,13,16,net_shot,Top,train,train,0.0,0.0,62353,62325,62384,61903,62840
28_2_13_17,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,13,17,push,Bottom,train,train,0.0,1.0,62377,62353,62429,61903,62840
28_2_13_18,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,13,18,drop,Top,train,train,0.0,0.0,62431,62386,62461,61903,62840
28_2_13_19,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,13,19,net_shot,Bottom,train,train,0.0,1.0,62454,62431,62493,61903,62840
28_2_13_20,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,13,20,lob,Top,train,train,0.0,0.0,62486,62454,62535,61903,62840
28_2_13_21,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,13,21,drop,Bottom,train,train,0.0,0.0,62528,62486,62558,61903,62840
28_2_13_22,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,13,22,net_shot,Top,train,train,0.0,1.0,62551,62528,62586,61903,62840
28_2_13_23,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,13,23,lob,Bottom,train,train,0.0,0.0,62579,62551,62626,61903,62840
28_2_13_24,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,13,24,drop,Top,train,train,0.0,0.0,62619,62579,62651,61903,62840
28_2_13_25,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,13,25,net_shot,Bottom,train,train,0.0,0.0,62644,62619,62676,61903,62840
28_2_13_26,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,13,26,net_shot,Top,train,train,0.0,1.0,62669,62644,62703,61903,62840
28_2_13_27,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,13,27,lob,Bottom,train,train,0.0,0.0,62696,62669,62748,61903,62840
28_2_13_28,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,13,28,smash,Top,train,train,0.0,0.0,62750,62705,62765,61903,62840
28_2_14_1,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,14,1,unknown,Top,,train,,,63846,63831,63866,63786,64015
28_2_14_2,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,14,2,net_shot,Bottom,train,train,0.0,1.0,63859,63846,63887,63786,64015
28_2_14_3,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,14,3,net_shot,Top,train,train,0.0,0.0,63880,63859,63912,63786,64015
28_2_14_4,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,14,4,net_shot,Bottom,train,train,0.0,0.0,63905,63880,63932,63786,64015
28_2_14_5,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,14,5,rush,Top,train,train,0.0,1.0,63925,63905,63940,63786,64015
28_2_15_1,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,15,1,short_service,Top,train,train,0.0,1.0,64619,64604,64644,64559,64759
28_2_15_2,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,15,2,lob,Bottom,train,train,0.0,0.0,64637,64619,64676,64559,64759
28_2_15_3,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,15,3,smash,Top,train,train,0.0,0.0,64669,64637,64684,64559,64759
28_2_16_1,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,16,1,short_service,Top,train,train,0.0,1.0,66214,66199,66240,66154,66689
28_2_16_2,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,16,2,push,Bottom,train,train,0.0,1.0,66233,66214,66267,66154,66689
28_2_16_3,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,16,3,drop,Top,train,train,1.0,0.0,66260,66233,66296,66154,66689
28_2_16_4,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,16,4,lob,Bottom,train,train,0.0,1.0,66289,66260,66337,66154,66689
28_2_16_5,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,16,5,smash,Top,train,train,0.0,0.0,66330,66289,66347,66154,66689
28_2_16_6,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,16,6,return_net,Bottom,train,train,0.0,1.0,66340,66330,66377,66154,66689
28_2_16_7,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,16,7,cross_court_net_shot,Top,train,train,0.0,1.0,66370,66340,66399,66154,66689
28_2_16_8,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,16,8,lob,Bottom,train,train,0.0,1.0,66392,66370,66438,66154,66689
28_2_16_9,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,16,9,drop,Top,train,train,1.0,0.0,66431,66392,66458,66154,66689
28_2_16_10,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,16,10,cross_court_net_shot,Bottom,train,train,0.0,0.0,66451,66431,66486,66154,66689
28_2_16_11,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,16,11,net_shot,Top,train,train,0.0,0.0,66479,66451,66501,66154,66689
28_2_16_12,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,16,12,push,Bottom,train,train,0.0,0.0,66494,66479,66513,66154,66689
28_2_16_13,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,16,13,drive,Top,train,train,0.0,0.0,66506,66494,66523,66154,66689
28_2_16_14,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,16,14,defensive_return_drive,Bottom,train,train,0.0,1.0,66516,66506,66542,66154,66689
28_2_16_15,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,16,15,drive,Top,train,train,0.0,0.0,66535,66516,66555,66154,66689
28_2_16_16,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,16,16,drive,Bottom,train,train,0.0,0.0,66548,66535,66569,66154,66689
28_2_16_17,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,16,17,drive,Top,train,train,0.0,1.0,66562,66548,66582,66154,66689
28_2_16_18,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,16,18,return_net,Bottom,train,train,0.0,1.0,66575,66562,66606,66154,66689
28_2_16_19,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,16,19,net_shot,Top,train,train,0.0,1.0,66599,66575,66614,66154,66689
28_2_17_1,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,1,unknown,Bottom,,train,,,67335,67320,67384,67275,68462
28_2_17_2,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,2,passive_drop,Top,train,train,0.0,0.0,67377,67335,67405,67275,68462
28_2_17_3,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,3,net_shot,Bottom,train,train,0.0,0.0,67398,67377,67430,67275,68462
28_2_17_4,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,4,net_shot,Top,train,train,0.0,1.0,67423,67398,67456,67275,68462
28_2_17_5,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,5,lob,Bottom,train,train,0.0,1.0,67449,67423,67497,67275,68462
28_2_17_6,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,6,drop,Top,train,train,0.0,0.0,67490,67449,67519,67275,68462
28_2_17_7,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,7,net_shot,Bottom,train,train,0.0,0.0,67512,67490,67544,67275,68462
28_2_17_8,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,8,net_shot,Top,train,train,0.0,0.0,67537,67512,67566,67275,68462
28_2_17_9,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,9,push,Bottom,train,train,0.0,0.0,67559,67537,67597,67275,68462
28_2_17_10,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,10,passive_drop,Top,train,train,0.0,0.0,67590,67559,67614,67275,68462
28_2_17_11,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,11,drive,Bottom,train,train,0.0,1.0,67607,67590,67639,67275,68462
28_2_17_12,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,12,net_shot,Top,train,train,0.0,1.0,67632,67607,67662,67275,68462
28_2_17_13,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,13,push,Bottom,train,train,0.0,1.0,67655,67632,67699,67275,68462
28_2_17_14,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,14,passive_drop,Top,train,train,0.0,0.0,67692,67655,67715,67275,68462
28_2_17_15,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,15,net_shot,Bottom,train,train,0.0,1.0,67708,67692,67736,67275,68462
28_2_17_16,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,16,net_shot,Top,train,train,0.0,0.0,67729,67708,67755,67275,68462
28_2_17_17,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,17,push,Bottom,train,train,0.0,0.0,67748,67729,67788,67275,68462
28_2_17_18,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,18,passive_drop,Top,train,train,0.0,0.0,67781,67748,67807,67275,68462
28_2_17_19,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,19,cross_court_net_shot,Bottom,train,train,0.0,1.0,67800,67781,67832,67275,68462
28_2_17_20,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,20,net_shot,Top,train,train,0.0,1.0,67825,67800,67861,67275,68462
28_2_17_21,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,21,cross_court_net_shot,Bottom,train,train,0.0,0.0,67854,67825,67893,67275,68462
28_2_17_22,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,22,lob,Top,train,train,0.0,0.0,67886,67854,67919,67275,68462
28_2_17_23,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,23,smash,Bottom,train,train,1.0,0.0,67912,67886,67931,67275,68462
28_2_17_24,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,24,return_net,Top,train,train,0.0,1.0,67924,67912,67953,67275,68462
28_2_17_25,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,25,lob,Bottom,train,train,0.0,1.0,67946,67924,67995,67275,68462
28_2_17_26,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,26,drop,Top,train,train,0.0,1.0,67988,67946,68017,67275,68462
28_2_17_27,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,27,lob,Bottom,train,train,0.0,1.0,68010,67988,68050,67275,68462
28_2_17_28,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,28,passive_drop,Top,train,train,1.0,0.0,68043,68010,68078,67275,68462
28_2_17_29,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,29,cross_court_net_shot,Bottom,train,train,0.0,0.0,68071,68043,68103,67275,68462
28_2_17_30,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,30,net_shot,Top,train,train,0.0,0.0,68096,68071,68132,67275,68462
28_2_17_31,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,31,lob,Bottom,train,train,0.0,1.0,68125,68096,68177,67275,68462
28_2_17_32,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,32,clear,Top,train,train,0.0,0.0,68175,68130,68214,67275,68462
28_2_17_33,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,33,drop,Bottom,train,train,0.0,0.0,68207,68175,68238,67275,68462
28_2_17_34,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,34,net_shot,Top,train,train,0.0,1.0,68231,68207,68264,67275,68462
28_2_17_35,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,35,lob,Bottom,train,train,0.0,0.0,68257,68231,68306,67275,68462
28_2_17_36,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,36,clear,Top,train,train,0.0,0.0,68299,68257,68341,67275,68462
28_2_17_37,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,37,clear,Bottom,train,train,0.0,0.0,68334,68299,68379,67275,68462
28_2_17_38,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,17,38,drop,Top,train,train,0.0,0.0,68372,68334,68387,67275,68462
28_2_18_1,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,18,1,short_service,Top,train,train,0.0,1.0,69954,69939,69979,69894,70346
28_2_18_2,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,18,2,driven_flight,Bottom,train,train,0.0,0.0,69972,69954,70000,69894,70346
28_2_18_3,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,18,3,driven_flight,Top,train,train,0.0,0.0,69993,69972,70016,69894,70346
28_2_18_4,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,18,4,driven_flight,Bottom,train,train,0.0,0.0,70009,69993,70045,69894,70346
28_2_18_5,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,18,5,push,Top,train,train,0.0,0.0,70038,70009,70070,69894,70346
28_2_18_6,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,18,6,return_net,Bottom,train,train,0.0,1.0,70063,70038,70094,69894,70346
28_2_18_7,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,18,7,cross_court_net_shot,Top,train,train,0.0,0.0,70087,70063,70122,69894,70346
28_2_18_8,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,18,8,lob,Bottom,train,train,0.0,0.0,70115,70087,70158,69894,70346
28_2_18_9,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,18,9,drop,Top,train,train,1.0,0.0,70151,70115,70172,69894,70346
28_2_18_10,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,18,10,cross_court_net_shot,Bottom,train,train,0.0,0.0,70165,70151,70202,69894,70346
28_2_18_11,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,18,11,lob,Top,train,train,0.0,0.0,70195,70165,70247,69894,70346
28_2_18_12,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,18,12,smash,Bottom,train,train,0.0,0.0,70243,70198,70263,69894,70346
28_2_18_13,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,18,13,return_net,Top,train,train,0.0,0.0,70256,70243,70271,69894,70346
28_2_19_1,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,19,1,short_service,Bottom,train,train,0.0,1.0,71460,71445,71489,71400,71870
28_2_19_2,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,19,2,cross_court_net_shot,Top,train,train,0.0,0.0,71482,71460,71516,71400,71870
28_2_19_3,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,19,3,lob,Bottom,train,train,0.0,0.0,71509,71482,71557,71400,71870
28_2_19_4,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,19,4,smash,Top,train,train,0.0,0.0,71550,71509,71570,71400,71870
28_2_19_5,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,19,5,return_net,Bottom,train,train,0.0,0.0,71563,71550,71594,71400,71870
28_2_19_6,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,19,6,lob,Top,train,train,0.0,1.0,71587,71563,71631,71400,71870
28_2_19_7,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,19,7,smash,Bottom,train,train,0.0,0.0,71624,71587,71641,71400,71870
28_2_19_8,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,19,8,return_net,Top,train,train,0.0,0.0,71634,71624,71673,71400,71870
28_2_19_9,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,19,9,lob,Bottom,train,train,0.0,0.0,71666,71634,71708,71400,71870
28_2_19_10,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,19,10,drop,Top,train,train,1.0,0.0,71701,71666,71727,71400,71870
28_2_19_11,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,19,11,net_shot,Bottom,train,train,0.0,0.0,71720,71701,71757,71400,71870
28_2_19_12,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,19,12,push,Top,train,train,0.0,1.0,71750,71720,71787,71400,71870
28_2_19_13,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,19,13,smash,Bottom,train,train,0.0,0.0,71780,71750,71795,71400,71870
28_2_20_1,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,20,1,short_service,Top,train,train,0.0,1.0,72642,72627,72667,72582,73045
28_2_20_2,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,20,2,net_shot,Bottom,train,train,0.0,0.0,72660,72642,72691,72582,73045
28_2_20_3,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,20,3,net_shot,Top,train,train,0.0,0.0,72684,72660,72717,72582,73045
28_2_20_4,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,20,4,lob,Bottom,train,train,0.0,1.0,72710,72684,72750,72582,73045
28_2_20_5,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,20,5,smash,Top,train,train,0.0,0.0,72743,72710,72763,72582,73045
28_2_20_6,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,20,6,return_net,Bottom,train,train,0.0,1.0,72756,72743,72794,72582,73045
28_2_20_7,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,20,7,net_shot,Top,train,train,0.0,0.0,72787,72756,72821,72582,73045
28_2_20_8,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,20,8,lob,Bottom,train,train,0.0,1.0,72814,72787,72866,72582,73045
28_2_20_9,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,20,9,drop,Top,train,train,0.0,0.0,72877,72832,72911,72582,73045
28_2_20_10,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,20,10,net_shot,Bottom,train,train,0.0,0.0,72904,72877,72937,72582,73045
28_2_20_11,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,20,11,net_shot,Top,train,train,0.0,1.0,72930,72904,72962,72582,73045
28_2_20_12,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,20,12,net_shot,Bottom,train,train,0.0,0.0,72955,72930,72970,72582,73045
28_2_21_1,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,21,1,unknown,Top,,train,,,73462,73447,73482,73402,73796
28_2_21_2,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,21,2,net_shot,Bottom,train,train,0.0,0.0,73475,73462,73509,73402,73796
28_2_21_3,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,21,3,push,Top,train,train,0.0,1.0,73502,73475,73540,73402,73796
28_2_21_4,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,21,4,passive_drop,Bottom,train,train,0.0,0.0,73533,73502,73566,73402,73796
28_2_21_5,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,21,5,net_shot,Top,train,train,0.0,1.0,73559,73533,73591,73402,73796
28_2_21_6,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,21,6,lob,Bottom,train,train,0.0,0.0,73584,73559,73626,73402,73796
28_2_21_7,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,21,7,smash,Top,train,train,0.0,0.0,73619,73584,73641,73402,73796
28_2_21_8,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,21,8,return_net,Bottom,train,train,0.0,1.0,73634,73619,73671,73402,73796
28_2_21_9,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,21,9,push,Top,train,train,0.0,0.0,73664,73634,73699,73402,73796
28_2_21_10,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,21,10,smash,Bottom,train,train,0.0,0.0,73692,73664,73713,73402,73796
28_2_21_11,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,21,11,return_net,Top,train,train,0.0,1.0,73706,73692,73721,73402,73796
28_2_22_1,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,22,1,short_service,Bottom,train,train,0.0,1.0,75869,75854,75896,75809,76669
28_2_22_2,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,22,2,net_shot,Top,train,train,0.0,0.0,75889,75869,75921,75809,76669
28_2_22_3,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,22,3,lob,Bottom,train,train,0.0,0.0,75914,75889,75961,75809,76669
28_2_22_4,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,22,4,drop,Top,train,train,0.0,0.0,75954,75914,75977,75809,76669
28_2_22_5,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,22,5,net_shot,Bottom,train,train,0.0,1.0,75970,75954,75999,75809,76669
28_2_22_6,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,22,6,net_shot,Top,train,train,0.0,0.0,75992,75970,76019,75809,76669
28_2_22_7,28,Viktor_Axelsen_Ng_Ka_Long_Angus_YONEX_Thailand_Open_2021_Finals,set2,22,7,push,Bottom,train,train,0.0,1.0,76012,75992,76048,75809,76669
